2020-03-19 23:28:06,321 INFO  Logger.cs: 70 - 
2020-03-19 23:38:03,777 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-19 23:38:06,634 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-19 23:38:08,193 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-19 23:38:10,959 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-19 23:38:14,106 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-03-19 23:38:14,603 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-19 23:38:38,956 INFO  ExportHelperExtension.cs: 338 - Creating joint left_behind
2020-03-19 23:38:38,964 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-03-19 23:38:38,973 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:38,973 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-03-19 23:38:38,974 INFO  ExportHelperExtension.cs: 1414 - Fixing 31
2020-03-19 23:38:38,974 INFO  ExportHelperExtension.cs: 1414 - Fixing 40
2020-03-19 23:38:38,974 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:38,976 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:38:38,976 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:38:38,977 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:38:38,980 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:38:38,980 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:38:38,980 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:38,981 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:38,981 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:38:38,981 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:38:38,983 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:38:38,983 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:38:38,983 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:38:38,984 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:38:38,984 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:38:38,985 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:38:38,985 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:38:38,987 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:38,989 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:38,989 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:38:38,990 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:38:38,990 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:38:38,990 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:38:41,117 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-03-19 23:38:41,117 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-03-19 23:38:41,117 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-03-19 23:38:41,117 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-03-19 23:38:41,276 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:41,276 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 26
2020-03-19 23:38:41,276 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 31
2020-03-19 23:38:41,276 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 40
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:38:41,286 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:38:47,551 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child left_behind failed
2020-03-19 23:38:47,941 INFO  ExportHelperExtension.cs: 338 - Creating joint right_front
2020-03-19 23:38:47,941 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-03-19 23:38:47,941 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 31
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 40
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:38:47,951 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:38:47,961 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 26
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 31
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 40
2020-03-19 23:38:49,613 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:38:49,623 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:38:55,506 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child right_front failed
2020-03-19 23:38:55,905 INFO  ExportHelperExtension.cs: 338 - Creating joint left_front
2020-03-19 23:38:55,905 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 31
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 40
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:38:55,915 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:38:55,925 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:38:55,925 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:38:55,925 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:38:55,925 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:38:57,827 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-03-19 23:38:57,827 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-03-19 23:38:57,827 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-03-19 23:38:57,827 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-03-19 23:38:57,827 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:57,827 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 26
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 31
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 40
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:38:57,837 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:39:03,890 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child left_front failed
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 338 - Creating joint right_behind
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 31
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 40
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:39:04,282 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 96
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 153
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 158
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 162
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 21
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 22
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 70
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 73
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 77
2020-03-19 23:39:04,292 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 26
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 31
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 40
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
2020-03-19 23:39:05,879 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 73
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 77
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 84
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 96
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 153
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 158
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 162
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 21
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 22
2020-03-19 23:39:05,889 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 70
